ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
2992	21	53	35	28	15	40	61	20	3	54
2993	75	64	35	26	4	88	17	3	1	3
2994	72	53	37	26	5	88	11	5	1	11
2995	72	71	35	27	4	87	15	2	0	17
2996	73	99	33	30	19	88	11	5	1	7
2997	23	58	32	30	6	31	65	19	7	58
2998	74	94	37	27	8	85	18	3	0	4
2999	74	76	35	30	7	81	17	3	2	12
3000	73	97	34	30	2	88	15	1	1	6
3001	75	62	35	26	1	87	16	2	0	13
3002	71	62	31	27	18	84	15	5	1	17
3003	21	98	33	26	14	31	51	13	3	47
3004	2	88	35	28	19	0	2	46	33	22
3005	21	55	31	28	18	34	59	11	1	49
3006	72	62	32	27	8	89	13	1	2	2
3007	73	72	34	28	5	90	12	1	0	15
3008	74	81	36	28	8	87	18	1	1	14
3009	71	90	31	27	2	89	13	1	1	15
3010	21	70	36	28	14	36	55	17	1	52
3011	23	87	35	30	15	39	65	8	2	49
3012	72	82	31	30	1	85	19	3	2	15
3013	74	99	37	29	11	87	11	4	2	8
3014	71	76	34	27	7	87	18	5	1	19
3015	22	89	36	27	8	31	58	7	6	57
3016	71	64	31	30	4	81	15	4	2	9
3017	75	97	35	30	17	90	14	5	1	19
3018	74	80	35	29	2	90	16	5	0	20
3019	21	75	34	26	17	37	62	16	1	47
3020	72	79	32	30	9	84	18	1	1	3
3021	74	69	33	30	7	82	20	3	0	17
3022	71	96	35	27	17	81	12	5	0	20
3023	74	65	36	27	20	87	12	3	1	19
3024	23	93	36	29	7	33	51	19	1	47
3025	75	79	31	30	4	83	18	5	2	15
3026	0	77	37	27	20	0	13	47	50	21
3027	21	85	31	28	2	40	63	13	8	56
3028	1	93	33	30	11	3	9	27	35	23
3029	71	71	37	30	4	85	16	4	0	5
3030	73	75	37	30	2	84	12	5	0	3
3031	71	93	37	27	18	86	18	1	2	10
3032	21	58	36	29	5	37	52	11	1	60
3033	1	57	32	29	8	4	5	30	32	15
3034	71	83	36	28	11	89	15	4	1	16
3035	23	62	32	30	20	33	60	14	10	53
3036	72	90	35	28	14	83	16	4	2	17
3037	71	77	32	27	17	85	13	5	1	18
3038	71	54	31	30	10	89	17	2	0	6
3039	21	51	37	30	4	38	53	14	2	51
3040	75	73	35	29	1	82	17	2	1	9
3041	74	60	31	26	17	81	20	3	1	16
3042	74	69	34	30	17	89	16	5	0	17
3043	23	52	35	26	3	38	54	19	10	53
3044	71	58	34	29	13	85	20	1	2	13
3045	75	57	32	29	14	83	16	1	2	10
3046	21	58	36	30	19	38	53	10	2	50
3047	23	78	31	26	7	37	58	7	6	60
3048	72	52	37	27	14	85	20	5	0	11
3049	72	71	37	30	17	86	14	4	0	10
3050	23	89	33	30	2	31	63	10	10	53
3051	22	51	34	30	4	34	60	20	8	46
3052	71	85	36	27	18	87	20	2	2	15
3053	21	94	34	28	19	37	52	18	7	53
3054	71	97	31	28	9	90	20	3	1	11
3055	73	58	35	27	9	89	20	1	0	10
3056	75	89	31	28	20	83	18	2	1	17
3057	72	93	31	30	8	88	14	4	0	20
3058	75	74	32	29	18	87	11	5	2	20
3059	73	75	32	27	16	84	13	2	2	7
3060	72	76	32	28	9	82	11	3	0	2
3061	75	70	34	30	18	84	13	1	1	4
3062	2	74	35	26	2	0	6	25	35	6
3063	22	100	37	27	6	33	54	7	6	58
3064	72	94	33	30	15	86	18	3	2	13
3065	73	73	36	28	6	84	15	4	2	9
3066	73	52	37	30	12	89	13	2	1	20
3067	71	78	37	26	11	85	16	4	0	10
3068	72	88	35	27	6	87	17	2	1	11
3069	1	52	36	27	18	4	5	49	48	27
3070	73	63	32	30	6	86	13	1	2	5
3071	22	88	34	29	9	31	61	13	9	50
3072	73	97	33	26	14	88	20	5	2	18
3073	72	53	34	28	17	87	13	4	2	1
3074	23	81	35	28	20	38	58	15	8	57
3075	21	94	37	29	16	38	63	7	9	55
3076	74	69	31	29	8	82	18	5	2	4
3077	1	57	34	29	7	1	15	40	43	4
3078	74	95	32	29	4	85	20	2	2	4
3079	73	75	33	26	7	88	18	3	0	1
3080	72	73	35	28	8	82	15	4	0	8
3081	1	88	31	29	2	4	3	46	60	9
3082	23	95	34	26	7	33	62	15	2	51
3083	71	94	36	29	14	81	11	4	0	8
3084	72	76	31	28	12	89	15	4	0	8
3085	74	73	34	28	4	81	13	3	1	8
3086	75	99	33	30	20	88	19	2	1	12
3087	23	77	35	30	14	34	51	16	8	59
3088	74	82	32	28	10	84	12	1	0	6
3089	72	68	33	28	1	82	14	4	0	2
3090	74	89	34	26	11	83	11	3	1	12
3091	21	82	31	27	3	33	57	6	1	55
3092	71	96	35	26	19	86	16	2	1	9
3093	21	96	36	29	20	34	62	10	1	54
3094	74	77	37	29	5	87	16	4	1	17
3095	74	69	33	27	2	84	15	5	2	19
3096	73	68	37	28	8	89	19	3	2	8
3097	21	70	31	30	8	39	58	10	5	47
3098	71	88	34	29	16	83	11	1	2	16
3099	73	64	34	30	6	90	11	5	0	10
3100	0	80	32	27	15	4	5	48	51	6
3101	73	56	37	26	6	81	11	3	2	7
3102	75	96	31	26	2	90	18	3	0	12
3103	2	80	37	30	3	3	3	41	38	23
3104	22	94	37	28	13	32	58	20	4	55
3105	74	92	35	26	9	90	15	3	2	12
3106	71	66	34	28	2	89	14	1	2	6
3107	22	92	37	30	4	37	62	16	10	47
3108	21	64	33	26	16	32	64	18	3	59
3109	75	82	37	30	6	86	17	2	0	20
3110	73	75	35	26	5	88	18	5	0	8
3111	75	63	32	26	8	89	12	1	2	16
3112	23	73	33	29	12	32	58	16	5	50
3113	75	100	31	28	6	87	20	3	2	5
3114	72	78	37	30	3	89	16	4	1	6
3115	22	63	37	27	4	39	55	7	9	51
3116	2	72	33	28	17	0	2	48	59	5
3117	23	77	35	29	7	37	53	20	8	51
3118	71	87	33	26	16	90	17	5	1	20
3119	74	89	32	28	2	90	16	3	2	2
3120	72	93	36	30	11	84	18	5	2	6
3121	75	55	31	30	10	88	16	1	0	16
3122	21	51	35	30	10	35	54	12	1	47
3123	71	51	32	26	1	90	14	2	2	5
3124	23	85	37	28	14	34	54	15	6	54
3125	21	75	37	29	15	38	55	6	5	47
3126	22	53	36	27	14	31	59	13	4	48
3127	71	80	32	29	14	81	18	2	2	13
3128	73	97	36	29	4	82	17	3	0	8
3129	22	81	33	30	9	33	52	19	1	52
3130	0	90	37	29	7	0	10	49	49	10
3131	75	56	32	30	3	90	14	4	1	6
3132	72	52	32	28	11	88	11	1	2	18
3133	2	71	36	26	1	2	10	30	36	28
3134	72	61	36	27	1	87	13	3	0	19
3135	22	52	35	27	12	31	62	14	9	48
3136	23	91	37	26	17	37	51	15	2	48
3137	75	79	31	27	5	85	11	4	2	8
3138	75	78	35	26	19	82	19	3	0	3
3139	74	87	33	30	14	83	18	3	1	5
3140	21	68	31	29	19	37	56	9	4	55
3141	21	69	34	28	18	36	55	15	8	53
3142	74	85	31	28	1	81	15	3	1	14
3143	73	62	35	26	11	90	18	5	0	9
3144	2	59	37	26	11	4	10	43	44	13
3145	72	79	36	30	3	84	15	4	0	12
3146	71	85	35	28	3	82	17	1	1	10
3147	73	96	37	30	3	85	17	5	1	20
3148	22	56	31	26	8	39	65	17	5	55
3149	74	86	37	30	6	89	11	5	0	4
3150	23	59	36	27	3	34	61	14	9	50
3151	71	86	31	27	11	85	15	5	2	10
3152	75	97	32	26	17	81	14	3	2	20
3153	74	84	33	30	5	85	17	4	1	7
3154	22	67	36	26	14	38	51	14	2	50
3155	71	62	31	26	18	81	20	5	1	13
3156	73	61	35	30	6	82	14	5	0	2
3157	74	84	31	28	11	87	12	4	2	19
3158	21	96	32	29	5	33	54	7	7	58
3159	74	66	31	26	13	83	11	3	1	8
3160	71	66	36	30	4	88	20	1	2	7
3161	22	83	36	28	5	38	58	7	2	52
3162	22	75	36	29	9	31	61	20	3	50
3163	22	96	34	27	14	40	65	16	10	59
3164	71	90	37	30	12	83	12	2	0	13
3165	74	63	31	29	20	82	15	2	2	6
3166	2	60	35	30	4	0	3	39	59	19
3167	74	67	36	29	7	84	14	5	0	5
3168	23	59	33	30	10	37	62	10	8	52
3169	1	74	31	29	8	3	7	40	54	12
3170	23	60	35	26	3	36	58	13	5	58
3171	71	57	36	30	18	87	17	1	0	8
3172	75	96	33	26	10	83	19	2	2	5
3173	75	83	31	30	20	84	12	1	0	16
3174	75	93	37	29	16	87	15	2	0	20
3175	72	72	36	28	16	84	17	5	2	12
3176	2	86	31	27	9	1	10	46	45	28
3177	74	52	32	27	2	84	18	4	1	18
3178	74	78	34	26	5	88	16	1	0	14
3179	71	59	31	26	10	83	16	3	2	18
3180	22	90	33	28	8	40	55	6	7	47
3181	23	67	32	26	12	38	58	18	2	47
3182	71	77	36	29	2	84	19	4	1	20
3183	71	88	37	28	6	90	15	2	2	19
3184	2	97	31	26	11	5	8	37	44	13
3185	23	92	37	30	5	40	53	15	2	48
3186	23	53	34	30	1	32	53	17	5	49
3187	1	68	36	28	9	4	6	38	33	29
3188	73	51	33	28	4	83	18	5	1	11
3189	21	77	35	28	9	34	56	19	6	50
3190	71	69	37	27	3	90	13	1	2	4
3191	23	66	36	27	15	33	62	19	1	46
3192	72	68	34	30	13	90	20	4	0	12
3193	23	71	32	29	9	36	62	12	9	59
3194	1	89	37	29	6	3	12	32	51	5
3195	74	63	36	30	20	81	15	4	1	17
3196	71	52	32	29	3	83	20	4	0	5
3197	75	56	32	29	15	89	14	2	1	18
3198	74	86	34	27	13	86	19	4	0	19
3199	74	75	32	30	7	85	15	3	2	2
3200	72	79	31	28	7	83	16	3	2	3
3201	75	77	34	29	19	85	12	3	0	11
3202	72	85	37	26	19	85	16	5	1	5
3203	23	65	36	30	18	31	65	7	10	59
3204	75	61	33	27	5	87	19	5	2	2
3205	72	53	32	27	15	86	13	4	0	10
3206	21	90	37	30	20	37	61	7	8	57
3207	75	60	33	27	15	89	16	4	1	17
3208	22	98	36	30	17	38	53	20	7	55
3209	74	56	36	29	11	86	16	2	0	12
3210	74	70	37	27	1	88	12	2	2	12
3211	72	83	34	28	17	85	12	3	0	19
3212	22	73	31	30	5	31	64	6	2	51
3213	73	81	32	26	17	82	20	3	2	1
3214	21	53	35	30	2	40	61	17	1	49
3215	1	76	37	30	14	0	8	40	38	28
3216	71	88	36	30	11	82	20	4	2	10
3217	72	80	33	30	17	88	13	3	0	3
3218	74	51	36	29	10	86	13	5	2	3
3219	21	64	32	26	4	31	54	19	7	57
3220	74	52	33	30	12	87	11	2	2	19
3221	73	99	31	26	15	84	14	5	0	3
3222	72	73	37	26	17	84	20	5	0	14
3223	75	72	34	27	3	84	14	2	1	16
3224	73	69	35	28	10	88	16	4	2	11
3225	74	73	37	30	15	84	20	4	2	18
3226	23	76	31	28	1	39	52	18	9	50
3227	74	67	37	29	9	81	13	1	0	7
3228	71	83	32	29	3	81	20	4	1	2
3229	75	88	35	27	18	82	17	4	0	20
3230	72	53	33	27	2	86	17	1	1	7
3231	73	71	34	28	11	83	13	4	2	1
3232	75	86	37	26	2	82	19	4	2	3
3233	23	54	36	29	9	39	62	10	7	58
3234	73	59	31	27	2	83	20	1	1	5
3235	74	64	35	30	11	81	12	2	1	1
3236	73	61	32	26	19	86	11	5	2	5
3237	23	62	34	30	20	38	57	16	1	59
3238	72	97	32	26	11	83	17	3	1	14
3239	2	89	34	27	5	0	9	38	56	18
3240	72	95	36	30	16	87	11	2	0	16
3241	73	83	37	28	3	85	16	5	1	18
3242	71	60	33	30	6	83	11	5	0	4
3243	23	92	33	30	16	34	64	15	9	56
3244	71	61	37	29	19	81	13	5	2	16
3245	2	94	32	26	16	2	11	42	52	11
3246	73	69	34	26	9	90	12	3	1	14
3247	71	66	31	29	4	90	17	4	1	12
3248	22	73	37	28	18	39	65	7	10	56
3249	72	80	34	29	12	89	13	5	2	8
3250	72	94	31	29	6	83	15	4	2	6
3251	23	63	33	30	14	37	65	17	7	47
3252	0	97	31	27	6	4	12	27	57	11
3253	23	68	35	26	2	33	63	7	6	55
3254	22	56	35	28	1	38	53	14	3	48
3255	73	71	36	29	15	81	18	2	2	9
3256	72	98	36	26	1	90	11	5	0	11
3257	73	83	37	26	6	90	19	3	1	4
3258	75	73	34	30	11	84	18	3	2	19
3259	21	75	36	29	6	37	60	9	5	51
3260	21	53	37	26	19	31	59	19	9	57
3261	22	95	34	27	7	36	61	16	5	49
3262	23	71	35	28	4	39	55	12	2	59
3263	71	60	33	29	1	83	14	2	0	7
3264	74	88	34	30	1	88	17	5	0	4
3265	21	65	31	30	11	38	65	11	4	60
3266	0	99	31	26	5	2	7	23	53	17
3267	21	63	35	26	20	37	51	13	7	53
3268	23	80	33	28	19	39	61	10	1	53
3269	22	88	36	27	10	40	57	13	5	50
3270	72	100	33	30	18	83	16	3	1	7
3271	23	75	31	30	8	32	62	18	2	47
3272	71	52	34	26	14	89	18	3	2	13
3273	22	95	36	28	13	40	52	11	8	52
3274	74	69	33	30	14	86	14	4	2	4
3275	2	63	31	27	18	4	10	44	36	17
3276	75	55	36	28	5	84	19	2	0	9
3277	72	63	37	28	6	88	19	4	0	1
3278	74	84	31	29	11	83	15	5	2	18
3279	73	99	35	29	4	89	19	1	2	19
3280	23	60	35	27	1	34	61	15	4	56
3281	21	55	32	30	8	35	63	10	4	48
3282	22	77	31	28	4	33	57	18	2	58
3283	74	70	35	27	13	87	14	4	2	9
3284	23	51	35	27	5	31	65	7	10	50
3285	71	89	33	27	7	89	15	5	2	20
3286	0	94	33	30	18	5	14	37	41	21
3287	21	87	34	26	14	37	59	10	6	57
3288	74	51	33	30	6	83	20	4	0	1
3289	23	62	33	26	10	39	59	19	3	46
3290	74	88	37	28	15	86	15	3	0	5
3291	22	90	36	30	18	37	61	6	7	49
3292	75	51	33	28	14	86	20	4	2	7
3293	2	88	32	27	3	4	2	24	36	27
3294	71	57	32	30	7	85	12	5	2	18
3295	75	59	33	28	14	89	20	2	0	3
3296	22	57	32	28	19	31	51	14	9	51
3297	23	81	36	27	6	32	65	18	5	56
3298	2	57	37	28	16	4	8	25	45	27
3299	74	63	37	26	15	83	15	2	2	17
3300	21	70	31	30	8	31	61	19	5	53
3301	71	65	32	28	5	82	20	2	0	15
3302	71	56	37	30	12	88	17	5	1	14
3303	22	84	37	30	8	38	51	8	8	57
3304	2	78	31	29	9	4	11	26	34	9
3305	71	77	37	29	4	84	11	2	2	6
3306	21	85	34	27	13	37	58	6	3	60
3307	75	95	36	30	12	82	20	5	2	10
3308	75	91	35	27	18	82	17	3	1	8
3309	72	83	31	27	3	81	15	4	1	19
3310	22	67	32	27	16	39	60	9	9	52
3311	2	97	31	30	18	0	4	28	31	19
3312	21	100	32	27	14	38	62	11	7	55
3313	21	85	32	27	15	40	53	7	10	52
3314	2	77	33	26	19	1	7	26	53	7
3315	21	59	31	28	12	37	51	17	3	54
3316	75	76	32	27	9	85	19	1	0	9
3317	74	51	33	26	1	81	15	2	0	11
3318	23	89	33	26	20	35	60	6	10	50
3319	74	55	31	30	17	90	17	2	2	17
3320	75	98	34	26	11	89	18	5	1	8
3321	74	57	37	30	14	83	20	4	1	13
3322	72	62	32	30	20	90	20	4	0	12
3323	73	92	34	27	3	88	11	4	2	13
3324	1	56	37	29	3	1	8	49	51	24
3325	71	76	34	26	20	88	17	5	2	5
3326	72	77	32	30	6	84	16	2	2	6
3327	73	53	31	29	15	88	13	5	1	8
3328	72	71	33	30	14	88	12	3	1	6
3329	72	90	33	28	4	84	15	3	2	18
3330	74	85	32	27	11	82	18	2	2	19
3331	23	55	35	29	11	37	60	12	1	49
3332	75	91	32	30	15	84	13	4	0	18
3333	73	66	33	28	12	90	15	2	0	15
3334	73	61	32	30	9	90	19	2	1	4
3335	73	66	34	30	4	85	12	5	2	10
3336	71	57	31	27	17	81	20	3	1	20
3337	22	90	37	28	1	31	51	9	5	55
3338	74	64	31	27	19	83	17	3	1	15
3339	71	51	35	27	20	85	17	2	2	6
3340	75	85	34	29	7	81	13	3	1	5
3341	23	66	35	27	1	32	61	7	5	53
3342	21	84	36	28	16	35	65	19	2	51
3343	75	67	33	30	9	81	11	3	0	3
3344	72	77	33	29	13	89	19	4	0	9
3345	74	56	31	30	3	81	18	5	2	14
3346	0	75	34	30	15	0	5	32	45	19
3347	73	69	35	26	7	86	17	1	2	9
3348	74	56	33	26	8	82	16	1	0	2
3349	74	59	36	27	15	84	12	4	0	2
3350	22	55	32	30	14	37	51	14	3	54
3351	23	71	35	28	9	33	65	11	2	47
3352	22	73	35	30	10	33	59	8	10	46
3353	73	75	35	28	4	89	17	1	0	19
3354	73	62	37	30	18	85	17	5	2	9
3355	1	87	37	28	7	2	1	35	60	10
3356	73	78	32	27	11	87	11	4	2	14
3357	71	60	37	30	17	90	17	3	0	17
3358	73	94	36	28	5	86	11	5	0	20
3359	71	82	35	29	4	87	20	2	2	7
3360	74	72	37	30	10	82	15	3	2	4
3361	23	63	37	26	6	36	52	16	6	49
3362	1	93	31	29	19	3	1	24	33	11
3363	22	97	36	30	7	39	63	16	7	52
3364	71	55	35	27	13	90	15	3	1	1
3365	74	70	33	30	6	81	17	4	0	5
3366	72	96	37	26	13	84	12	4	0	12
3367	74	74	34	27	14	81	17	3	0	6
3368	1	53	37	28	1	4	13	33	51	26
3369	71	86	37	28	12	90	15	4	1	19
3370	21	93	35	29	5	40	57	15	3	49
3371	22	66	31	30	10	33	57	9	10	48
3372	74	82	37	29	15	87	12	3	2	17
3373	1	64	37	30	19	5	9	50	42	26
3374	74	66	32	26	5	82	17	4	0	15
3375	21	71	36	29	15	35	51	12	8	50
3376	22	88	31	30	2	35	55	16	2	49
3377	23	100	34	26	13	37	63	11	4	59
3378	75	85	35	30	17	89	13	4	1	1
3379	74	74	31	27	9	84	13	5	1	4
3380	73	82	34	30	19	90	14	1	2	18
3381	72	81	34	26	17	84	16	2	1	16
3382	22	51	33	28	7	31	60	17	10	56
3383	22	73	31	27	11	31	61	17	10	50
3384	23	98	31	26	4	36	57	17	6	55
3385	74	73	33	28	19	88	14	3	0	5
3386	2	91	32	30	18	3	2	39	39	17
3387	75	91	32	28	18	81	18	1	0	13
3388	74	98	37	28	1	85	17	1	2	17
3389	72	58	33	26	14	85	12	1	0	15
3390	72	83	32	30	1	89	12	1	0	8
3391	23	54	33	30	4	35	54	16	6	53
3392	74	57	34	29	6	81	12	2	0	13
3393	21	100	31	29	13	37	54	19	9	50
3394	73	84	34	26	6	83	20	2	2	11
3395	21	92	35	30	4	31	62	16	8	58
3396	75	83	32	27	10	81	15	2	0	13
3397	74	97	34	28	9	89	17	2	1	10
3398	1	92	36	27	20	5	2	28	57	18
3399	73	89	33	30	11	85	16	2	1	6
3400	75	74	33	27	17	84	14	1	0	9
3401	71	80	34	28	19	88	12	3	0	6
3402	72	60	31	28	7	82	14	3	1	17
3403	72	58	33	27	18	90	17	3	0	12
3404	23	78	31	26	7	33	56	14	4	60
3405	22	61	31	26	7	38	63	10	5	58
3406	22	98	33	27	19	36	59	17	3	46
3407	23	55	33	27	5	36	59	15	7	57
3408	72	81	37	29	19	90	11	4	0	7
3409	21	91	36	27	6	32	62	15	7	53
3410	0	53	32	29	2	5	2	31	33	26
3411	75	74	35	30	4	88	11	4	0	11
3412	72	77	36	27	7	89	15	2	1	8
3413	21	86	32	27	13	34	62	11	6	52
3414	75	80	35	29	2	88	14	3	1	16
3415	72	95	34	27	3	81	16	5	2	19
3416	72	54	32	27	15	81	20	4	2	16
3417	23	79	37	29	4	40	65	16	9	48
3418	21	79	36	28	9	34	52	20	9	49
3419	73	67	32	30	5	88	13	3	0	6
3420	71	84	36	30	16	81	14	3	2	7
3421	73	93	32	30	16	90	20	3	2	7
3422	21	88	31	29	13	38	64	18	4	49
3423	74	52	36	27	14	82	20	4	0	14
3424	23	98	33	26	14	31	56	9	8	57
3425	1	69	34	28	4	1	13	29	50	2
3426	71	81	37	26	4	90	20	2	0	2
3427	74	70	34	27	5	83	13	3	1	17
3428	75	86	33	28	10	87	17	1	1	9
3429	21	100	34	26	11	40	64	14	1	59
3430	71	79	34	29	5	85	11	1	1	17
3431	75	68	34	30	6	90	12	3	1	15
3432	71	53	34	30	15	86	16	3	0	8
3433	2	72	37	28	5	5	1	27	60	23
3434	74	58	34	26	14	88	15	1	2	1
3435	74	86	34	30	9	87	15	4	1	18
3436	72	85	32	28	19	90	17	2	0	11
3437	75	63	34	27	1	89	13	1	1	6
3438	75	72	32	28	2	86	12	5	1	16
3439	21	55	33	26	2	35	58	7	4	57
3440	21	86	33	28	17	32	62	10	9	52
3441	75	96	31	30	15	86	19	5	1	4
3442	22	66	35	28	15	38	62	15	7	52
3443	21	53	37	29	9	39	64	17	3	57
3444	23	71	34	30	19	33	60	20	4	53
3445	0	92	36	27	8	2	5	41	45	21
3446	73	90	31	26	12	84	12	5	0	6
3447	75	70	31	30	12	88	12	2	0	2
3448	72	59	37	29	6	81	13	4	2	17
3449	74	96	31	28	2	87	16	1	0	5
3450	72	82	36	30	15	82	16	3	1	9
3451	21	91	32	30	17	32	52	8	6	58
3452	73	90	31	29	7	86	17	5	0	5
3453	72	64	33	30	20	82	14	1	0	17
3454	23	52	36	26	12	35	53	14	8	57
3455	72	81	33	30	6	85	15	4	1	19
3456	21	86	32	26	10	34	61	18	1	60
3457	75	77	36	29	17	81	19	2	0	8
3458	22	69	31	29	20	35	60	7	3	59
3459	73	85	34	30	12	89	12	3	2	16
3460	75	99	32	27	13	85	11	2	1	15
3461	75	64	34	30	16	89	19	3	0	10
3462	73	60	34	30	13	81	18	1	0	5
3463	72	57	34	27	3	82	17	1	0	4
3464	23	55	32	28	17	32	58	10	3	54
3465	75	93	36	29	19	82	11	4	0	8
3466	71	52	32	29	16	84	19	1	2	17
3467	72	89	33	27	20	85	15	2	2	16
3468	23	90	33	27	15	38	56	19	6	48
3469	23	82	34	28	10	33	63	14	6	48
3470	74	85	33	30	2	84	15	3	1	18
3471	21	73	33	30	6	36	53	9	7	60
3472	22	54	37	26	15	39	64	20	8	59
3473	1	53	35	26	13	5	10	40	58	5
3474	2	80	31	28	12	2	14	41	45	28
3475	71	74	34	28	15	87	16	3	1	2
3476	74	60	35	28	1	82	14	5	0	15
3477	21	80	35	28	16	35	56	9	7	54
3478	71	67	37	29	6	90	15	3	2	17
3479	74	68	33	28	13	89	17	3	2	8
3480	74	62	36	28	5	82	20	4	1	20
3481	21	54	37	29	4	34	61	19	7	58
3482	74	86	31	26	1	82	18	5	2	19
3483	74	98	35	30	3	86	14	4	2	19
3484	1	96	35	27	10	5	6	48	51	2
3485	71	69	35	30	16	87	11	1	2	6
3486	73	67	35	30	10	83	18	1	0	9
3487	21	87	34	28	19	34	52	15	10	59
3488	22	65	31	26	2	34	52	6	1	48
3489	73	51	34	29	6	87	15	4	0	15
3490	71	88	33	27	3	83	14	5	1	6
3491	71	75	34	27	20	86	12	1	1	6
3492	73	79	34	28	16	81	13	5	1	8
3493	71	86	35	26	17	81	13	4	1	12
3494	72	64	35	26	15	89	15	5	2	13
3495	75	53	35	30	16	87	16	2	2	19
3496	72	68	32	27	18	81	20	2	1	13
3497	72	63	35	28	10	81	19	1	2	2
3498	23	73	35	27	18	37	61	17	3	54
3499	23	82	36	27	8	32	61	10	2	50
3500	21	53	34	30	17	35	61	18	6	48
3501	22	100	32	30	7	39	62	8	5	53
3502	22	72	35	27	17	40	51	16	6	54
3503	23	54	35	26	13	40	52	18	4	56
3504	22	68	37	27	14	32	53	15	2	46
3505	73	51	37	28	1	83	13	2	2	12
3506	1	98	35	26	8	3	11	37	48	16
3507	73	84	37	28	2	81	20	2	2	11
3508	22	93	33	29	10	32	60	18	1	48
3509	73	75	35	29	4	83	15	2	2	10
3510	72	91	31	28	3	86	16	4	1	11
3511	75	65	31	28	13	89	19	4	0	19
3512	74	54	37	30	16	90	19	3	2	16
3513	75	62	34	30	18	84	17	3	2	6
3514	0	61	37	29	16	1	7	24	53	7
3515	75	73	37	30	9	88	15	2	0	4
3516	71	84	33	27	10	85	12	4	1	14
3517	22	52	31	29	12	39	55	10	3	55
3518	22	92	34	29	13	37	64	13	2	58
3519	74	75	36	30	14	82	14	3	1	19
3520	21	69	37	28	7	39	65	7	6	51
3521	1	82	32	27	13	4	1	33	43	23
3522	23	57	36	26	2	34	52	9	8	52
3523	72	80	33	29	9	81	11	5	1	3
3524	22	85	33	26	12	36	51	8	9	53
3525	74	85	33	30	7	88	20	4	1	7
3526	71	83	35	29	10	90	20	2	0	9
3527	22	61	33	28	15	40	56	12	7	48
3528	22	84	32	27	13	32	65	7	8	60
3529	74	88	31	30	10	90	14	5	0	19
3530	22	62	33	27	10	36	61	17	6	56
3531	21	92	36	28	15	31	62	8	4	58
3532	74	75	33	26	16	90	19	4	2	1
3533	75	61	36	30	3	86	17	3	0	18
3534	21	51	31	26	12	35	52	8	9	50
3535	71	89	33	27	1	86	18	4	1	8
3536	73	83	36	30	3	82	13	2	0	6
3537	1	59	35	28	6	0	2	37	48	8
3538	23	82	33	30	1	33	60	13	10	50
3539	0	54	37	28	18	5	11	27	47	25
3540	73	77	34	26	3	86	15	3	2	18
3541	72	56	37	28	6	84	16	3	1	12
3542	75	56	36	30	10	82	16	1	0	15
3543	71	78	35	28	20	81	12	2	1	4
3544	71	69	33	29	13	86	20	3	2	15
3545	2	66	35	28	18	4	3	38	54	11
3546	71	89	32	29	10	83	16	2	1	7
3547	74	55	35	27	2	87	16	1	2	19
3548	0	72	32	30	9	1	9	42	42	3
3549	71	91	31	28	19	87	20	4	0	11
3550	23	94	35	29	13	31	64	7	8	60
3551	2	92	31	28	1	2	5	47	48	20
3552	23	80	35	30	20	34	59	6	8	55
3553	71	53	35	27	8	83	20	4	0	4
3554	71	83	34	27	19	81	15	4	0	11
3555	75	91	31	26	3	84	20	4	0	10
3556	23	95	32	26	1	31	61	20	10	52
3557	75	93	31	28	6	83	18	3	0	9
3558	75	87	34	30	2	82	19	2	1	17
3559	1	64	34	28	9	1	7	34	37	23
3560	72	74	37	27	14	85	11	4	2	4
3561	71	61	37	27	5	87	18	2	1	18
3562	75	65	36	27	17	86	18	3	2	3
3563	73	54	37	30	19	82	17	2	2	20
3564	72	95	31	27	14	87	16	4	1	17
3565	75	89	33	29	8	83	16	3	1	6
3566	73	85	31	30	1	81	20	2	1	1
3567	73	93	34	30	19	89	17	1	2	11
3568	72	69	34	28	19	81	17	3	1	7
3569	23	77	33	28	7	36	51	11	7	53
3570	23	84	33	27	3	33	64	11	7	54
3571	75	52	36	26	6	87	12	1	2	6
3572	1	60	31	30	17	2	2	34	31	25
3573	2	81	34	29	5	1	15	22	46	12
3574	75	51	32	27	11	81	11	5	2	7
3575	21	81	34	30	2	33	56	13	4	55
3576	22	97	33	29	3	36	51	19	2	53
3577	1	53	31	27	5	3	6	33	40	29
3578	23	82	32	28	12	32	57	14	3	50
3579	21	72	33	27	10	36	65	8	8	60
3580	22	70	31	30	6	37	53	6	6	50
3581	75	59	34	30	12	90	19	5	0	13
3582	74	73	34	30	6	87	15	1	1	6
3583	72	99	35	30	9	82	19	2	0	7
3584	72	89	35	30	10	90	17	4	0	12
3585	22	84	32	29	10	36	62	17	9	58
3586	72	88	36	28	5	83	16	1	2	10
3587	71	56	36	30	16	86	13	3	1	5
3588	71	61	35	27	16	87	14	3	0	15
3589	74	55	34	29	10	89	20	3	2	14
3590	22	62	32	30	2	36	53	9	10	54
3591	23	58	33	30	10	40	60	12	8	54
3592	22	80	35	28	7	37	65	9	10	46
3593	74	56	33	27	20	84	12	3	0	19
3594	74	80	37	26	9	88	14	1	2	9
3595	23	98	37	30	9	37	52	11	10	57
3596	71	99	36	29	8	81	12	2	2	11
3597	2	94	33	30	1	5	11	23	47	8
